date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2020-12-14 13:46:00,MT,Cuiabá,Alteração de Endereço,"Estou a quase dois meses tentando fazer a alteração de endereço porém eles sempre alegam que esta diferente da Receita Federal, meu contador já fez tais observações e está tudo correto quanto as documentações da empresa.","Olá Bruno,Informamos que seu cadastro foi atualizado com sucesso. Seus próximos pedidos já serão entregues no endereço atualizado.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 12:42:00,Somente após abrir reclamação por este canal foi resolvido,2020-12-22 19:41:00,Resolvido,Sim,8
2020-12-14 11:16:00,MG,Belo Horizonte,PREÇO ACIMA DOS VIZINHOS,"Ocorreu um aumento de preço pontual em meu ponto de venda, sendo que os preços dos vizinhos permanecem inalterados, código 52156 Distrito. São Jorge BH","Olá Ivanilde,Informamos que a sua tabela de preço corresponde a sua segmentação, orientamos que verifique a aba de promoção dentro do site/app Parceiro Ambev Bees. Ficamos felizes em esclarecer seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-16 14:23:00,"Não corresponde com a realidade, clientes de mesma segmentação com preços diferentes, sugiro que quem responde aos casos passe a visitar o mercado para ter conhecimento de causa",2020-12-23 12:59:00,Resolvido,Não,0
2020-12-14 09:06:00,MG,Betim,Não consigo entregam meus pedidos,"Desde o dia 20/11 entro em contato com a Ambev para realizar meus pedidos, porém todos meus pedidos estão sendo cancelados, tanto os realizados pelo site, como também pelo telefone. A entrega nunca é realizada!No dia 24/11 fiz a solicitação para ser inserida na rota de entrega, mas essa solicitação não foi atendida com a justificativa de que o dia escolhido não é o dia de entrega na minha região. Fiz novamente uma nova solicitação no dia 10/12 e me deram prazo até o dia 24/12. Isso é incompreensível! Sempre aparece algo de errado no meu cadastro como justificativa para meus pedidos não serem entregues, aí sou obrigada a ficar esperando. Estou abrindo um comércio novo e não consigo colocar pra funcionar pois não consigo fazer pedidos.","Olá Fabíola,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que as entregas anteriores não foram realizadas devido a indisponibilidade de mercadorias, porém seu pedido do dia 14/12 foi entregue com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-16 14:00:00,Bom atendimento!,2021-01-09 10:26:00,Resolvido,Sim,10
2020-12-13 20:50:00,RJ,Rio de Janeiro,Acerto de cadastro,"Estou a mais de um mês e meio tentando acertar o endereço do meu cadastro sem sucesso, liguei varias vezes na central(que pedem para eu aguardar) ja enviei email com meus documentos (identidade, CPF e comprovante de endereço). Precisando fazer pedido e não posso !!! Atendimento nem demorado :(","Olá Elaine,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram a correção de seu endereço. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-17 14:09:00,"Se soubesse ja tinha entrado em contato pir aqui a muito tempo, aqui foi bem rapido, agora pelo 0800 so Jesus ...",2020-12-18 14:26:00,Resolvido,Sim,7
2020-12-12 18:46:00,MS,Campo Grande,"AMBEV É LIXO, PREJUDICA TODOS OS LOJISTAS, AMBEV CAUSA PREJUIZO","AMBEV É LIXO DE EMPRESA QUE TRATA SEUS PARCEIROS LOJISTAS COMO PALHAÇOS E NÃO TEM UM MINIMO DE RESPEITO, TODA SEMANA PERCO MEU TEMPO FAZENDO PEDIDO COM O VENDEDOR QUE VEM ATÉ A MINHA A LOJA E O PEDIDO NUNCA É ENTREGUE, QUANDO FAÇO VIA PLATAFORMA QUE SUPOSTAMENTE CHAMA PARCEIRO AMBEV TAMBÉM NUNCA CHEGA, SENDO ASSIM EU COMO LOJISTA FICO SEM O PRODUTO E SEM SE QUER UM RETORNO POR PARTE DO LIXO DE EMPRESA CHAMADA AMBEV QUE É MUITO MAL REPRESENTADA POR UMA DISTRIBUIDORA MAIS LIXO AINDA CHAMADA ROTELE NA CIDADE CAMPO GRANDE QUE NUNCA TEM NADA EM ESTOQUE. SENDO ASSIM ESSA É A POLITICA DA EMPRESA LIXO CHAMADA AMBEV QUE SÓ FAZ PREJUDICAR OS PARCEIROS E CAUSAR PREJUIZOS, AMBEV É LIXO, AMBEVE NÃO PRESTA.","Olá Alan,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que houve a visita do gerente de sua região em seu estabelecimento para esclarecimento do ocorrido e sua entrega foi realizada com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 10:18:00,LIXO DE EMPRESA,2021-04-09 15:52:00,Não resolvido,Não,0
2020-12-12 17:05:00,RJ,Rio de Janeiro,Cadastro ainda bloqueado para compra.,Meu cadastro continua bloqueado para compra .Mesmo a Ambev de forma [Editado pelo Reclame Aqui] que tinha reativado. Isso é um absurdo total. Muita mentira envolvida. Absurdo total.,"Olá Andrea,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram a reativação de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-14 16:41:00,O problema foi resolvido.Ja os precos...continuam muito alto para os pequenos comerciantes.,2021-02-25 15:13:00,Resolvido,Sim,8
2020-12-12 15:55:00,RJ,Cabo Frio,Compra,"Fiz o cadastro no app, também com o vendedor mais ainda nao consigo comprar","Olá Marcelo,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram as devidas tratativas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-22 15:10:00,"ninguém entro em contato com nos,nao conseguimos compra nem no site ,nem no app,nem com o vendedor",2020-12-28 13:29:00,Resolvido,Sim,7
2020-12-12 10:53:00,SC,Joinville,Cadastro Bloqueado faz meses,"Faz mais de um mês que estou com o cadastro bloqueado, nenhum vendedor me atende e ninguém pelo canal único ambev consegue resolver, sempre transferem as ligações e ninguém resolve. Não consigo tirar pedidos e não consigo solucionar o problema...","Olá Tiago,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que sua conta já está disponível para realização de pedidos. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-23 10:50:00,"Resolvido por outra pessoa, gerente regional pois o atendimento via telefone é péssimo...",2020-12-23 10:52:00,Resolvido,Sim,6
2020-12-12 09:24:00,RJ,Rio de Janeiro,Não entregam,"A Ambev não entrega meus pedidos, já fiz várias solicitações e cada vez é um problema, entregas canceladas, cadastro que fica inativo sem motivo, pedidos que somem.Estou tomando prejuízos e vou abrir uma reclamação formal no #procon pq mais uma vez solicitei um pedido a atendente me disse que seria entregue e pediu prioridade na demanda, mas como sempre liguei pra lá e o pedido nem no sistema consta mais! Fui atrás de cascos e entrei em contato com clientes dizendo que receberia hoje e mais vez estou passando vergonha graças a Ambev!","Olá Alex,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram a visita em seu estabelecimento para as devidas tratativas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-22 10:49:00,Foi lento e confuso mas pelo menos resolveram!,2020-12-28 09:22:00,Resolvido,Sim,7
2020-12-10 21:49:00,SP,São Vicente,Cadastro bloqueado não consigo desbloquear,"Estou tentando realizar uma compra na AmBev desde 27/11 . Até o momento não desbloquearam meu cadastro . Liguei várias vezes , sempre me dão um prazo diferente . E não resolvem o problema . Já enviei os documentos para o email . E não adiantou nada .Protocolo : 7413065 / 7512102Acho um absurdo tentar comprar e não conseguir . Uma empresa desse porte deveria ter um atendimento melhor .","Olá Jessica,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram os ajustes em seu cadastro e o vendedor já está em contato. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-15 09:34:00,Demorou umas rssilveram,2021-06-29 17:01:00,Resolvido,Sim,5
2020-12-10 18:47:00,SP,São Paulo,Cancelam todas as entregas,"Semana passada fiz 2 pedidos para serem entregues na segunda feira olhei no app e estava com status de cancelado, entrei em contato com a Ambev e fui informado que não acharam o local sendo que a fachada só tem 5 metrôs. Tinham outros dois pessoa para terem sido entregues hoje e tbm esta com status cancelado. Fora que vc faz um pedido e todo dia eles vão cancelando um item principalmente se for Skol 269ml. O engraçado é que em estabelecimentos grandes que compram de palete fechado eles não estão tendo tanto problema quanto nos que temos um comércio pequeno. Agora a Ambev seleciona os clientes melhores pra atender? Uma palhaçada","Olá Dagoberto,Informamos que encaminhamos o seu caso ao time de logística e tivemos a devolutiva que realizaram a correção de suas entregas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 11:06:00,Continua a mesma coisa. Só vem o pedido se eu fizer pedido de alguma bonificação se não não chega.,2021-01-18 12:06:00,Não resolvido,Não,0
2020-12-10 16:38:00,SP,Itaquaquecetuba,Compra e não entrega,"Ontem era dia de fazer pedido para meu estabelecimento, foi feito pelo APP com entrega previsto para hoje e o mesmo não foi atendido.... Pois a Carol do CDD informou que não será entregue.A mesma informou no primeiro contato que seria entregue, após duas horas não seria mais.Não tenho mercadoria para trabalhar e a AMBEV continua com os problemas.Segue histórico dos pedidos cancelados.Será q ninguém pode resolver isso?","Olá Wellington,Recebemos sua manifestação e primeiramente sentimos muito pelo ocorrido. Seu caso foi encaminhado aos responsáveis de logística onde nos informaram que suas entregas serão monitoradas para que apesar da situação atual do centro de distribuição estar com baixa produção, irão realizar o acompanhamento pessoalmente para que consigamos assegurar suas entregas.Agradecemos a compreensão e parceria.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-14 16:11:00,O mesmo ainda continua com falta de mercadoria,2021-01-16 13:07:00,Não resolvido,Sim,2
2020-12-10 15:59:00,SP,São Paulo,Telefone é de enfeite e não estornaram meus pontos,"Fiz pedido lá pro dia 6 e como anunciaram produtos que dizem nem ter no estoque e cortaram eles pra entrega, não recebi o restante , e foi cancelado e não estornaram meus pontos e agora quero fazer outro pedido e o 0800 deles nem funciona , tá uma merda essa ambev","Olá Renato,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o estorno de sua pontuação. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Ambev ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2020-12-18 11:31:00,Continuam do mesmo jeito anunciam produto no site a pessoa pede e quando vai chegar os produtos verifica-se na nota que um dos produtos foi cortado e dizem que não tinha no estoque e para que anunciam no site? Isso porque virou o ano e falaram que ia regularizar já tem dois meses que virou Ano. Uma pouca vergonha essa ambev,2021-02-09 10:56:00,Não resolvido,Não,4
